rank,candidate_index,run_id,fm_xml,eligible_ok,wellformed_ok,duplicate_free,constraints_valid,satisfiable,trace_present_rate,label_support_mean,trace_support_mean,evidence_score,feature_overlap_mean,edge_overlap_mean,constraint_overlap_mean,consensus_score,proxy_score,duplicate_feature_count,wellformed_error_count,sat_error
11,3,is_rgfm_response_glm-4-7-cloud_2026-05-03T21-52-13.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/repair/is_rgfm_response_glm-4-7-cloud_2026-05-03T21-52-13.final.xml,True,True,True,True,,1.0,0.04852242842261693,0.1414077731228101,0.2759720806181708,0.18934386902917635,0.008843357729799523,0.0,0.11714366450942561,0.22832355578554725,0,0,
12,23,is_rgfm_response_glm-4-7-cloud_2026-05-04T15-21-02.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/repair/is_rgfm_response_glm-4-7-cloud_2026-05-04T15-21-02.final.xml,True,True,True,True,,1.0,0.04863017671609303,0.1436310407909646,0.2769044870028231,0.17986819121239955,0.01195185578314813,0.711864406779661,0.11270165704069898,0.22764363801418586,0,0,
13,8,is_rgfm_response_glm-4-7-cloud_2026-05-04T02-45-11.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/repair/is_rgfm_response_glm-4-7-cloud_2026-05-04T02-45-11.final.xml,True,True,True,True,,1.0,0.04737659623348545,0.12336189923138371,0.26829539818594766,0.20482556902955637,0.016916908844638832,0.0,0.12966210495558933,0.22670541021684015,0,0,
14,16,is_rgfm_response_glm-4-7-cloud_2026-05-04T09-14-17.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/repair/is_rgfm_response_glm-4-7-cloud_2026-05-04T09-14-17.final.xml,True,True,True,True,,1.0,0.048519485694765524,0.1463617115498058,0.27795247889782854,0.1687616522850298,0.013695076273832313,0.711864406779661,0.1067350218805508,0.22658724179264522,0,0,
15,18,is_rgfm_response_glm-4-7-cloud_2026-05-04T10-51-31.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/repair/is_rgfm_response_glm-4-7-cloud_2026-05-04T10-51-31.final.xml,True,True,True,True,,1.0,0.04543758605003592,0.13899436905367454,0.2737727820414842,0.18613692617088473,0.009512031609223143,0.711864406779661,0.11548696834622009,0.22628703793290494,0,0,
16,11,is_rgfm_response_glm-4-7-cloud_2026-05-04T04-33-47.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/repair/is_rgfm_response_glm-4-7-cloud_2026-05-04T04-33-47.final.xml,True,True,True,True,,1.0,0.05042997613447262,0.14693358219752597,0.2789454233327994,0.1652617934885452,0.009725838138115792,0.0,0.10304741134837343,0.22617601973747162,0,0,
17,28,is_rgfm_response_glm-4-7-cloud_2026-05-04T23-28-58.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/repair/is_rgfm_response_glm-4-7-cloud_2026-05-04T23-28-58.final.xml,True,True,True,True,,1.0,0.04794370587677562,0.12833277327606582,0.2705105916611366,0.19509266347862428,0.010727647342613209,0.711864406779661,0.12134665702421985,0.22576141127006155,0,0,
18,7,is_rgfm_response_glm-4-7-cloud_2026-05-04T01-39-52.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/repair/is_rgfm_response_glm-4-7-cloud_2026-05-04T01-39-52.final.xml,True,True,True,True,,1.0,0.04448736500607397,0.13804596581992346,0.273013332330399,0.1815486168695973,0.01382024109179544,0.0,0.11445726655847656,0.22544651259882223,0,0,
19,19,is_rgfm_response_glm-4-7-cloud_2026-05-04T12-20-47.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/repair/is_rgfm_response_glm-4-7-cloud_2026-05-04T12-20-47.final.xml,True,True,True,True,,1.0,0.046899648686699914,0.14225031276722583,0.2756599845815703,0.15741749651341258,0.008316822295594559,0.0,0.09777722682628537,0.2222951572549848,0,0,
20,21,is_rgfm_response_glm-4-7-cloud_2026-05-04T14-00-55.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/repair/is_rgfm_response_glm-4-7-cloud_2026-05-04T14-00-55.final.xml,True,True,True,True,,1.0,0.041818334433069766,0.13921101998581248,0.2724117417675529,0.16672482408021036,0.010091796774062939,0.0,0.10407161315775139,0.22190970318461242,0,0,
21,27,is_rgfm_response_glm-4-7-cloud_2026-05-04T22-45-31.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/repair/is_rgfm_response_glm-4-7-cloud_2026-05-04T22-45-31.final.xml,True,True,True,True,,1.0,0.049817158196858634,0.15047516683747206,0.2801169300137323,0.1374875230328331,0.006677410468489442,0.711864406779661,0.08516347800709563,0.22163089441174127,0,0,
22,6,is_rgfm_response_glm-4-7-cloud_2026-05-04T00-58-37.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/repair/is_rgfm_response_glm-4-7-cloud_2026-05-04T00-58-37.final.xml,True,True,True,True,,1.0,0.050781727099418694,0.14400017050867334,0.2779127590432368,0.1416779677261992,0.012047500017493199,0.711864406779661,0.0898257806427168,0.2214866655230808,0,0,
23,47,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T11-33-25.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/repair/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T11-33-25.final.xml,True,True,True,True,,1.0,0.05168414104663519,0.12480082046423314,0.27059398460434736,0.15802562894259026,0.03016351314117167,0.711864406779661,0.10688078262202282,0.22148002400965,0,0,
24,22,is_rgfm_response_glm-4-7-cloud_2026-05-04T14-33-50.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/repair/is_rgfm_response_glm-4-7-cloud_2026-05-04T14-33-50.final.xml,True,True,True,True,,1.0,0.044009829037036215,0.13775953294554633,0.27270774479303306,0.16197697134362454,0.010251960348850469,0.0,0.1012869669457149,0.22128151143883762,0,0,
25,13,is_rgfm_response_glm-4-7-cloud_2026-05-04T06-27-41.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/repair/is_rgfm_response_glm-4-7-cloud_2026-05-04T06-27-41.final.xml,True,True,True,True,,1.0,0.045660194606392056,0.13531414397865224,0.27238973543401773,0.16768979054959712,0.0024124003554565764,0.711864406779661,0.1015788344719409,0.22114646514539466,0,0,
26,1,is_rgfm_response_glm-4-7-cloud_2026-05-03T19-49-03.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/repair/is_rgfm_response_glm-4-7-cloud_2026-05-03T19-49-03.final.xml,True,True,True,True,,1.0,0.04154339507414429,0.11733657158790017,0.26355198666481783,0.19249859070180825,0.01360251398201349,0.0,0.12094016001389034,0.22076843866953957,0,0,
27,25,is_rgfm_response_glm-4-7-cloud_2026-05-04T17-32-50.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/repair/is_rgfm_response_glm-4-7-cloud_2026-05-04T17-32-50.final.xml,True,True,True,True,,1.0,0.04296140428619836,0.12143288856388261,0.2657577171400324,0.18920082769026864,0.00468755394368915,0.0,0.11539551819163683,0.2206490574555137,0,0,
28,26,is_rgfm_response_glm-4-7-cloud_2026-05-04T18-48-57.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/repair/is_rgfm_response_glm-4-7-cloud_2026-05-04T18-48-57.final.xml,True,True,True,True,,1.0,0.04550076058615454,0.13863290790444874,0.2736534673962413,0.1504358372242379,0.008656958538689793,0.01694915254237288,0.09372428575001865,0.2196747129023745,0,0,
29,5,is_rgfm_response_glm-4-7-cloud_2026-05-03T23-48-53.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/repair/is_rgfm_response_glm-4-7-cloud_2026-05-03T23-48-53.final.xml,True,True,True,True,,1.0,0.04512774165419084,0.11561739238456206,0.2642980536155012,0.1827453801605059,0.01466986671913591,0.711864406779661,0.1155151747839579,0.21966318996603817,0,0,
30,52,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T12-21-07.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/repair/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T12-21-07.final.xml,True,True,True,True,,1.0,0.05299668058316927,0.11391799245666742,0.2667658692159347,0.15781559817112023,0.029884441760378556,0.711864406779661,0.10664313560682356,0.21872904913320135,0,0,
31,10,is_rgfm_response_glm-4-7-cloud_2026-05-04T04-02-18.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/repair/is_rgfm_response_glm-4-7-cloud_2026-05-04T04-02-18.final.xml,True,True,True,True,,1.0,0.049086881939057345,0.1362726415662265,0.2741438094021136,0.14323053798957233,0.005586456440235963,0.711864406779661,0.08817290536983778,0.21835253819243083,0,0,
32,54,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T12-37-55.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/repair/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T12-37-55.final.xml,True,True,True,True,,1.0,0.050264519219288296,0.1001667631881519,0.26017251296297605,0.1766723535291433,0.035515396865937805,0.711864406779661,0.1202095708638611,0.21818363033324156,0,0,
33,60,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T13-30-41.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/repair/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T13-30-41.final.xml,True,True,True,True,,1.0,0.052090380992987684,0.11972621376547242,0.2687266379033841,0.1579014081310629,0.009669120232139814,0.711864406779661,0.09860849297149366,0.21769119442381693,0,0,
34,24,is_rgfm_response_glm-4-7-cloud_2026-05-04T16-35-42.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/repair/is_rgfm_response_glm-4-7-cloud_2026-05-04T16-35-42.final.xml,True,True,True,True,,1.0,0.04817502098419944,0.1258120748739554,0.269594838343262,0.1499600175182023,0.008298294229845554,0.0,0.09329532820285959,0.21670498530114127,0,0,
35,46,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T11-25-44.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/repair/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T11-25-44.final.xml,True,True,True,True,,1.0,0.05347779536748656,0.09506564843528778,0.25941737752110977,0.1709523520263734,0.03383602538110514,0.711864406779661,0.1161058213682661,0.21642391067525668,0,0,
36,50,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T12-04-13.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/repair/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T12-04-13.final.xml,True,True,True,True,,1.0,0.04484309798965057,0.10019118940406126,0.25801371495748476,0.17935437550380842,0.025546785380911468,0.711864406779661,0.11783133945464963,0.21595900230663423,0,0,
37,44,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T11-10-47.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/repair/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T11-10-47.final.xml,True,True,True,True,,1.0,0.049956749448056594,0.10187356325103314,0.2607321250796359,0.16198545434753164,0.03396472734725613,0.711864406779661,0.11077716354742143,0.21574563661997154,0,0,
38,51,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T12-12-44.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/repair/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T12-12-44.final.xml,True,True,True,True,,1.0,0.05021833517532234,0.08922307099440867,0.25577656246789243,0.1797501472967492,0.032544983879603216,0.711864406779661,0.1208680819298908,0.21530401830649193,0,0,
39,35,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T09-47-05.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/repair/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T09-47-05.final.xml,True,True,True,True,,1.0,0.05719175561450153,0.10039138997204732,0.26303325823461954,0.1490733970410863,0.02687098891548803,0.711864406779661,0.10019243379084698,0.21418101090148778,0,0,
40,39,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T10-29-09.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/repair/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T10-29-09.final.xml,True,True,True,True,,1.0,0.042598954367953946,0.09303729828577362,0.254254501061491,0.18419946008757415,0.02283154495180624,0.711864406779661,0.11965229403326699,0.21387383895302378,0,0,
41,58,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T13-13-00.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/repair/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T13-13-00.final.xml,True,True,True,True,,1.0,0.0518933111526612,0.09704536183534812,0.25957546919520375,0.1538542499145788,0.03162682984181037,0.711864406779661,0.10496328188547144,0.21319181300228404,0,0,
42,49,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T11-52-45.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/repair/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T11-52-45.final.xml,True,True,True,True,,1.0,0.05199312492791048,0.09543439305145597,0.2589710071917466,0.15999903358656492,0.023800577106180523,0.711864406779661,0.10551965099441116,0.21293560033254597,0,0,
43,31,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T09-12-05.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/repair/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T09-12-05.final.xml,True,True,True,True,,1.0,0.049361931790154544,0.09460129826715793,0.257585292022925,0.15005101624386233,0.03558412204039432,0.0,0.10426425856247512,0.21158898198479004,0,0,
44,37,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T10-10-09.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/repair/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T10-10-09.final.xml,True,True,True,True,,1.0,0.04331959817209147,0.09721408873654049,0.2562134747634528,0.16452420753315963,0.02144620456332615,0.711864406779661,0.10729300634522623,0.21153733423798482,0,0,
45,57,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T13-04-51.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/repair/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T13-04-51.final.xml,True,True,True,True,,1.0,0.04597140690646959,0.09556805906448346,0.25661578638838123,0.16736003040138356,0.014601879612596508,0.711864406779661,0.10625677008586873,0.21150808149762745,0,0,
46,32,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T09-21-44.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/repair/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T09-21-44.final.xml,True,True,True,True,,1.0,0.04915415065739853,0.09207464521259726,0.2564915183479983,0.15631887568572783,0.02606128550165678,0.711864406779661,0.1042158396120994,0.21080881472722862,0,0,
47,41,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T10-43-54.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/repair/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T10-43-54.final.xml,True,True,True,True,,1.0,0.052182241366276444,0.09446573128592722,0.2586591890608815,0.14686828612902583,0.02707209568971977,0.711864406779661,0.0989498099533034,0.21074637532860802,0,0,
48,42,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T10-52-19.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/repair/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T10-52-19.final.xml,True,True,True,True,,1.0,0.04693838684448523,0.09687679854899903,0.2575260741573937,0.15779268275903685,0.014919849401549204,0.711864406779661,0.1006435494160418,0.21046131673498814,0,0,
49,36,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T10-01-34.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/repair/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T10-01-34.final.xml,True,True,True,True,,1.0,0.05397042906700692,0.10001695814769454,0.2615949548858806,0.1370599675298086,0.016370498332631923,0.711864406779661,0.08878417985093792,0.20975172237539777,0,0,
50,34,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T09-39-20.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/repair/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T09-39-20.final.xml,True,True,True,True,,1.0,0.04501814147420307,0.0935125030306008,0.25541225780192156,0.15739259591131147,0.019464452808538726,0.711864406779661,0.10222133867020237,0.2094549820624058,0,0,
51,33,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T09-29-32.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/repair/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T09-29-32.final.xml,True,True,True,True,,1.0,0.05069855974572261,0.10194533353395382,0.2610575573118706,0.1391082899658326,0.011517937883014232,0.711864406779661,0.08807214913270525,0.20916193485812096,0,0,
52,43,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T10-59-59.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/repair/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T10-59-59.final.xml,True,True,True,True,,1.0,0.048169822628259855,0.09788049849142326,0.25842012844787327,0.1437834323941707,0.012734766142032398,0.711864406779661,0.09136396589331539,0.2083032796815059,0,0,
53,38,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T10-19-22.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/repair/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T10-19-22.final.xml,True,True,True,True,,1.0,0.04541030086671148,0.09506246043172813,0.2561891045193759,0.15210730507687656,0.013199492743277329,0.711864406779661,0.09654418014343685,0.20829562720659414,0,0,
54,53,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T12-30-22.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/repair/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T12-30-22.final.xml,True,True,True,True,,1.0,0.04800257725547345,0.09664387540346772,0.2578585810635765,0.14211427189257578,0.01464943305796833,0.711864406779661,0.0911283363587328,0.20783950765212336,0,0,
55,48,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T11-42-06.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/repair/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T11-42-06.final.xml,True,True,True,True,,1.0,0.045644835875687725,0.0886109822623078,0.2537023272551982,0.15115459645793763,0.023813445940169917,0.711864406779661,0.10021813625083055,0.20765706995388789,0,0,
56,40,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T10-36-56.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/repair/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T10-36-56.final.xml,True,True,True,True,,1.0,0.05038852938815551,0.09864655775946304,0.25961403485904744,0.12631141889964867,0.015701724704982708,0.711864406779661,0.08206754122178228,0.2063500867678679,0,0,
57,45,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T11-18-56.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/repair/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T11-18-56.final.xml,True,True,True,True,,1.0,0.054308115648682306,0.09583810737264631,0.2600584892085315,0.1258290384832102,0.007468797841619371,0.711864406779661,0.07848494222657386,0.20558642511394418,0,0,
58,55,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T12-45-51.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/repair/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T12-45-51.final.xml,True,True,True,True,,1.0,0.04661008524981664,0.09157018518017279,0.2552721081719958,0.1433278381956707,0.007943104062927892,0.711864406779661,0.08917394454257357,0.20544265908316914,0,0,
59,56,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T12-53-48.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/repair/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T12-53-48.final.xml,True,True,True,True,,1.0,0.04662746147324224,0.09191820683927418,0.2554182673250066,0.13839953043615583,0.005808585340446384,0.711864406779661,0.08536315239787205,0.20440173284686625,0,0,
60,59,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T13-22-08.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/repair/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T13-22-08.final.xml,True,True,True,True,,1.0,0.05682344997442521,0.09239623753634085,0.25968787500430646,0.1119506683859981,0.020318771172188797,0.711864406779661,0.07529790950047437,0.2043708853531568,0,0,
