rank,candidate_index,run_id,fm_xml,eligible_ok,wellformed_ok,duplicate_free,constraints_valid,satisfiable,trace_present_rate,label_support_mean,trace_support_mean,evidence_score,feature_overlap_mean,edge_overlap_mean,constraint_overlap_mean,consensus_score,proxy_score,duplicate_feature_count,wellformed_error_count,sat_error
11,9,is_rgfm_response_glm-4-7-cloud_2026-05-03T21-26-39.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/federation/is_rgfm_response_glm-4-7-cloud_2026-05-03T21-26-39.final.xml,True,True,True,True,,1.0,0.050037148205311535,0.1692556862586563,0.28771713378558716,0.15465372580006465,0.010737456383477176,0.8775510204081632,0.09708721803342965,0.2305281590599399,0,0,
12,14,is_rgfm_response_glm-4-7-cloud_2026-05-04T04-27-18.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/federation/is_rgfm_response_glm-4-7-cloud_2026-05-04T04-27-18.final.xml,True,True,True,True,,1.0,0.05282815816145483,0.16050821870027726,0.2853345507446928,0.15816897888426393,0.017594768059948217,0.8775510204081632,0.10193929455453764,0.23031597388764627,0,0,
13,19,is_rgfm_response_glm-4-7-cloud_2026-05-05T04-27-12.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/federation/is_rgfm_response_glm-4-7-cloud_2026-05-05T04-27-12.final.xml,True,True,True,True,,1.0,0.05251834094824855,0.16040463702745755,0.28516919119028245,0.158452120262186,0.01524704411789535,0.0,0.10117008980446973,0.22996946077453861,0,0,
14,16,is_rgfm_response_glm-4-7-cloud_2026-05-04T09-20-34.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/federation/is_rgfm_response_glm-4-7-cloud_2026-05-04T09-20-34.final.xml,True,True,True,True,,1.0,0.05160560772338937,0.16031990089318446,0.28477020344662957,0.14333895287246207,0.013682319030525842,0.8775510204081632,0.09147629933568757,0.22678203221334697,0,0,
15,43,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T16-54-58.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/federation/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T16-54-58.final.xml,True,True,True,True,,0.9947368421052631,0.05057529583037112,0.11064339435070704,0.2634348444934839,0.20929411545496596,0.03381183038600452,0.8775510204081632,0.1391012014273814,0.22613475157365315,0,0,
16,38,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T15-27-52.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/federation/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T15-27-52.final.xml,True,True,True,True,,1.0,0.053044013532851694,0.11684998730128608,0.2679576003336551,0.1925451969774708,0.030332741514979854,0.8775510204081632,0.1276602147924744,0.22586838467130088,0,0,
17,15,is_rgfm_response_glm-4-7-cloud_2026-05-04T06-07-26.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/federation/is_rgfm_response_glm-4-7-cloud_2026-05-04T06-07-26.final.xml,True,True,True,True,,1.0,0.049611499032209315,0.15206134270510058,0.280669136694924,0.1482967033726804,0.018611877957568673,0.8775510204081632,0.0964227732066357,0.2253952276484375,0,0,
18,20,is_rgfm_response_glm-4-7-cloud_2026-05-05T06-51-03.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/federation/is_rgfm_response_glm-4-7-cloud_2026-05-05T06-51-03.final.xml,True,True,True,True,,1.0,0.05212313266131904,0.15219384078118647,0.28172678937700224,0.14918375906076403,0.005573677158487614,0.0,0.09173972629985347,0.22473067045385758,0,0,
19,29,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T12-06-21.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/federation/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T12-06-21.final.xml,True,True,True,True,,1.0,0.051549156970483526,0.11614731698940438,0.2670785895839552,0.19204124161822153,0.026512675425747256,0.8775510204081632,0.12582981514123182,0.22470395725113818,0,0,
20,22,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T09-29-14.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/federation/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T09-29-14.final.xml,True,True,True,True,,1.0,0.04982054829023436,0.11356587416511461,0.2653545689821396,0.1923883398881282,0.03309351202313733,0.8775510204081632,0.12867040874213184,0.22434932091013726,0,0,
21,27,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T11-09-22.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/federation/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T11-09-22.final.xml,True,True,True,True,,1.0,0.052211258648795784,0.1113193010447019,0.2654122238773991,0.19453898800888528,0.029288866699984057,0.8775510204081632,0.12843893948532478,0.22432023855977679,0,0,
22,17,is_rgfm_response_glm-4-7-cloud_2026-05-05T00-41-40.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/federation/is_rgfm_response_glm-4-7-cloud_2026-05-05T00-41-40.final.xml,True,True,True,True,,1.0,0.05113793455100097,0.15745857976094862,0.28343860572477986,0.13694358207857074,0.009312744736442504,0.8775510204081632,0.08589124714171945,0.22417439814986173,0,0,
23,23,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T09-46-03.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/federation/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T09-46-03.final.xml,True,True,True,True,,1.0,0.05417915522868908,0.11570503091360743,0.26795367445691864,0.18762851635212158,0.022663944566884305,0.8775510204081632,0.12164268763802667,0.22406037841125104,0,0,
24,41,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T16-20-01.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/federation/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T16-20-01.final.xml,True,True,True,True,,1.0,0.05059113521748257,0.1106993735472593,0.2645162035058968,0.19393995532025532,0.03130064033985022,0.8775510204081632,0.1288842293280933,0.22382661125255573,0,0,
25,32,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T13-10-16.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/federation/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T13-10-16.final.xml,True,True,True,True,,1.0,0.05114147160115223,0.1122280861051789,0.26534782308253246,0.1908207161093313,0.02965157151572577,0.8775510204081632,0.12635305827188908,0.22364939363933942,0,0,
26,33,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T13-24-58.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/federation/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T13-24-58.final.xml,True,True,True,True,,1.0,0.04986584934038195,0.11083379570749526,0.2642798580191509,0.19806499586275203,0.021979268296920366,0.8775510204081632,0.12763070483641936,0.2232851120643314,0,0,
27,11,is_rgfm_response_glm-4-7-cloud_2026-05-04T01-16-32.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/federation/is_rgfm_response_glm-4-7-cloud_2026-05-04T01-16-32.final.xml,True,True,True,True,,1.0,0.05186018140207126,0.1532990177594243,0.2820636796645982,0.13559546514372559,0.009157579715383111,0.0,0.08502031097238859,0.2229506690569353,0,0,
28,49,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T19-09-22.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/federation/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T19-09-22.final.xml,True,True,True,True,,1.0,0.049785120647404486,0.10729243890905947,0.2628310238225856,0.19409829240866314,0.03288789920318222,0.8775510204081632,0.12961413512647077,0.22286595721375116,0,0,
29,26,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T10-51-23.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/federation/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T10-51-23.final.xml,True,True,True,True,,1.0,0.04613204990955692,0.10993345287252813,0.262426201112834,0.19671466365806012,0.03081736068942438,0.8775510204081632,0.13035574247060583,0.22280506352016552,0,0,
30,18,is_rgfm_response_glm-4-7-cloud_2026-05-05T03-10-18.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/federation/is_rgfm_response_glm-4-7-cloud_2026-05-05T03-10-18.final.xml,True,True,True,True,,1.0,0.05277604661927727,0.15721505829127502,0.2839964419642209,0.12619324861023948,0.009161844853219605,0.8775510204081632,0.07938068710743153,0.2226117155071841,0,0,
31,21,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T09-10-46.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/federation/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T09-10-46.final.xml,True,True,True,True,,1.0,0.04961976426780761,0.10060446182501394,0.26008969043712865,0.20190615370392034,0.034097536658489774,0.8775510204081632,0.13478270688574812,0.22249759537171448,0,0,
32,35,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T14-09-52.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/federation/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T14-09-52.final.xml,True,True,True,True,,1.0,0.054401799973353565,0.11552297300556316,0.2679699091915667,0.17799130961997328,0.022387104707712185,0.8775510204081632,0.11574962765506884,0.22230382473061733,0,0,
33,46,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T17-52-32.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/federation/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T17-52-32.final.xml,True,True,True,True,,1.0,0.05391764626571219,0.11560128444318502,0.2678075722835589,0.1751422171463195,0.026736679797809988,0.8775510204081632,0.1157800022069157,0.22219930126056592,0,0,
34,47,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T18-19-46.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/federation/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T18-19-46.final.xml,True,True,True,True,,1.0,0.05310633784891278,0.10586589533819415,0.2635888932748428,0.1886835173447069,0.03001010434482026,0.8775510204081632,0.12521415214475223,0.22207647093581562,0,0,
35,28,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T11-33-37.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/federation/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T11-33-37.final.xml,True,True,True,True,,1.0,0.050676428718262466,0.11267287599916566,0.26533972188697125,0.18301305363884204,0.02765707877843001,0.8775510204081632,0.12087066369467724,0.22199900442928303,0,0,
36,48,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T18-44-21.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/federation/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T18-44-21.final.xml,True,True,True,True,,1.0,0.05196241525129313,0.11053181096340965,0.2649976904858811,0.1842481111590583,0.02711128407572271,0.8775510204081632,0.12139338032572405,0.221916397437834,0,0,
37,8,is_rgfm_response_glm-4-7-cloud_2026-05-03T19-54-36.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/federation/is_rgfm_response_glm-4-7-cloud_2026-05-03T19-54-36.final.xml,True,True,True,True,,1.0,0.05188048000340094,0.15693910743359712,0.2835278349747993,0.11928741884611024,0.014412325534848208,0.0,0.07733738152160542,0.22167069893884112,0,0,
38,25,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T10-25-07.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/federation/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T10-25-07.final.xml,True,True,True,True,,1.0,0.05314865665759054,0.11420515628888217,0.2669415251785891,0.17991426449446898,0.016141165427137692,0.8775510204081632,0.11440502486753647,0.2211805750852733,0,0,
39,45,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T17-33-01.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/federation/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T17-33-01.final.xml,True,True,True,True,,1.0,0.053354549897943505,0.11040393596106861,0.2655033943436048,0.17769476906652704,0.022159220887428874,0.8775510204081632,0.11548054979488777,0.22049654097898969,0,0,
40,31,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T12-49-19.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/federation/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T12-49-19.final.xml,True,True,True,True,,1.0,0.05253964853841952,0.10640708528717008,0.2635786935302359,0.17720803085392337,0.030886087480271118,0.8775510204081632,0.11867925350446247,0.22010886152250386,0,0,
41,37,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T14-50-32.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/federation/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T14-50-32.final.xml,True,True,True,True,,1.0,0.049053714614411784,0.11005112330976949,0.26364193516967255,0.18162809816518283,0.02386160725149398,0.8775510204081632,0.11852150179970729,0.22010580515868297,0,0,
42,50,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T19-30-39.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/federation/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T19-30-39.final.xml,True,True,True,True,,1.0,0.051941215441733385,0.10667944719668322,0.26344826505536667,0.18566397077224994,0.016568302097985724,0.8775510204081632,0.11802570330254425,0.21982149652951993,0,0,
43,24,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T10-09-27.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/federation/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T10-09-27.final.xml,True,True,True,True,,1.0,0.05232973213494909,0.10932208154909108,0.2646607254736161,0.1742657376800312,0.01945004112145607,0.8775510204081632,0.11233945905660114,0.2189643455485116,0,0,
44,34,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T13-49-34.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/federation/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T13-49-34.final.xml,True,True,True,True,,1.0,0.05242506342385655,0.11558776662252092,0.267205132018551,0.16326551491863195,0.019679603199544225,0.8775510204081632,0.10583115023099686,0.21879293748228473,0,0,
45,36,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T14-33-20.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/federation/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T14-33-20.final.xml,True,True,True,True,,1.0,0.05218076220851724,0.11433814139546948,0.2666075614415947,0.1700376434478841,0.012938169092958068,0.8775510204081632,0.1071978537059137,0.2187846491208904,0,0,
46,42,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T16-36-53.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/federation/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T16-36-53.final.xml,True,True,True,True,,1.0,0.0468340902996391,0.1173455031946632,0.26567183739772093,0.16596582144024533,0.019536914009013695,0.8775510204081632,0.10739425846775266,0.21818856371873044,0,0,
47,30,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T12-25-50.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/federation/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T12-25-50.final.xml,True,True,True,True,,1.0,0.050104808233921105,0.11260459065452004,0.26508375955537644,0.16076575907196133,0.02367575141870118,0.8775510204081632,0.10592975601065727,0.21733755849196068,0,0,
48,40,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T15-57-29.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/federation/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T15-57-29.final.xml,True,True,True,True,,1.0,0.04854033324486708,0.11144232061317771,0.26399306154321794,0.1594375230702449,0.02220983012524676,0.8775510204081632,0.10454644589224563,0.21615907684792623,0,0,
49,39,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T15-43-28.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/federation/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T15-43-28.final.xml,True,True,True,True,,1.0,0.04912238609628818,0.11065460588156273,0.2639107967911404,0.165522227204003,0.0,0.8775510204081632,0.0993133363224018,0.2145315586505188,0,0,
50,44,is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T17-16-13.final,/Users/joshuaocansey/dev/FAME_project_local/results/rag/is-rgfm/fm/federation/is_rgfm_response_gpt-oss-120b-cloud_2026-05-03T17-16-13.final.xml,True,True,True,True,,1.0,0.0648535786489507,0.11244726299741543,0.2709203366585465,0.018395951840243188,0.0,0.8775510204081632,0.011037571104145912,0.1929555069922263,0,0,
